nametype,reclat,name,fall,recclass,id,geolocation,year,:@computed_region_cbhk_fwbd,mass,:@computed_region_nnqa_25f4,reclong
Valid,-16.664440,Carancas,Fell,H4-5,45817,"{'type': 'Point', 'coordinates': [-69.04389, -16.66444]}",2007-01-01T00:00:00.000,,342,,-69.043890
Valid,38.500000,Caratash,Fell,LL6,5265,"{'type': 'Point', 'coordinates': [27, 38.5]}",1902-01-01T00:00:00.000,,8,,27.000000
Valid,36.083330,Castalia,Fell,H5,5291,"{'type': 'Point', 'coordinates': [-78.06667, 36.08333]}",1874-01-01T00:00:00.000,37,7300,648,-78.066670
Valid,43.350000,Castel Berardenga,Fell,Stone-uncl,5292,"{'type': 'Point', 'coordinates': [11.5, 43.35]}",1791-01-01T00:00:00.000,,,,11.500000
Valid,44.383330,Castine,Fell,L6,5293,"{'type': 'Point', 'coordinates': [-68.75, 44.38333]}",1848-01-01T00:00:00.000,49,94,414,-68.750000
Valid,39.800000,Castrovillari,Fell,Stone-uncl,5295,"{'type': 'Point', 'coordinates': [16.2, 39.8]}",1583-01-01T00:00:00.000,,15000,,16.200000
Valid,36.500000,Caswell County,Fell,OC,5296,"{'type': 'Point', 'coordinates': [-79.25, 36.5]}",1810-01-01T00:00:00.000,37,1360,637,-79.250000
Valid,26.466670,Ceniceros,Fell,L3.7,5306,"{'type': 'Point', 'coordinates': [-105.23333, 26.46667]}",1988-01-01T00:00:00.000,,1025,,-105.233330
Valid,43.200000,Centerville,Fell,H5,5307,"{'type': 'Point', 'coordinates': [-96.91667, 43.2]}",1956-01-01T00:00:00.000,21,45.6,2684,-96.916670
Valid,45.083330,Cereseto,Fell,H5,5308,"{'type': 'Point', 'coordinates': [8.3, 45.08333]}",1840-01-01T00:00:00.000,,6460,,8.300000
Valid,28.533330,Chadong,Fell,L6,5313,"{'type': 'Point', 'coordinates': [109.31667, 28.53333]}",1998-01-01T00:00:00.000,,3700,,109.316670
Valid,25.366670,Chail,Fell,H6,5314,"{'type': 'Point', 'coordinates': [81.66667, 25.36667]}",1814-01-01T00:00:00.000,,0.5,,81.666670
Valid,25.850000,Chainpur,Fell,LL3.4,5315,"{'type': 'Point', 'coordinates': [83.48333, 25.85]}",1907-01-01T00:00:00.000,,8200,,83.483330
Valid,-30.783330,Chajari,Fell,L5,5316,"{'type': 'Point', 'coordinates': [-58.05, -30.78333]}",1933-01-01T00:00:00.000,,18300,,-58.050000
Valid,20.266670,Chandakapur,Fell,L5,5320,"{'type': 'Point', 'coordinates': [76.01667, 20.26667]}",1838-01-01T00:00:00.000,,8800,,76.016670
Valid,27.283330,Chandpur,Fell,L6,5321,"{'type': 'Point', 'coordinates': [79.05, 27.28333]}",1885-01-01T00:00:00.000,,1100,,79.050000
Valid,29.083330,Changde,Fell,H5,5322,"{'type': 'Point', 'coordinates': [111.75, 29.08333]}",1977-01-01T00:00:00.000,,1810,,111.750000
Valid,46.683330,Chantonnay,Fell,L6,5325,"{'type': 'Point', 'coordinates': [1.05, 46.68333]}",1812-01-01T00:00:00.000,,31500,,1.050000
Valid,36.166670,Charlotte,Fell,"Iron, IVA",5328,"{'type': 'Point', 'coordinates': [-87.33333, 36.16667]}",1835-01-01T00:00:00.000,39,4300,2007,-87.333330
Valid,47.933330,Charsonville,Fell,H6,5329,"{'type': 'Point', 'coordinates': [1.56667, 47.93333]}",1810-01-01T00:00:00.000,,27000,,1.566670
Valid,29.483330,Charwallas,Fell,H6,5330,"{'type': 'Point', 'coordinates': [75.5, 29.48333]}",1834-01-01T00:00:00.000,,12000,,75.500000
Valid,47.716670,Chassigny,Fell,Martian (chassignite),5331,"{'type': 'Point', 'coordinates': [5.36667, 47.71667]}",1815-01-01T00:00:00.000,,4000,,5.366670
Valid,47.933330,Château-Renard,Fell,L6,5332,"{'type': 'Point', 'coordinates': [2.91667, 47.93333]}",1841-01-01T00:00:00.000,,30000,,2.916670
Valid,41.933330,Chaves,Fell,Howardite,5334,"{'type': 'Point', 'coordinates': [-7.46667, 41.93333]}",1925-01-01T00:00:00.000,,2945,,-7.466670
Valid,-3.666670,Chela,Fell,H4,5338,"{'type': 'Point', 'coordinates': [32.5, -3.66667]}",1988-01-01T00:00:00.000,,2936,,32.500000
Valid,54.816670,Chelyabinsk,Fell,LL5,57165,"{'type': 'Point', 'coordinates': [61.11667, 54.81667]}",2013-01-01T00:00:00.000,,100000,,61.116670
Valid,23.696390,Chergach ,Fell,H5,47347,"{'type': 'Point', 'coordinates': [-5.01472, 23.69639]}",2007-01-01T00:00:00.000,,100000,,-5.014720
Valid,53.700000,Chernyi Bor,Fell,H4,5339,"{'type': 'Point', 'coordinates': [30.1, 53.7]}",1964-01-01T00:00:00.000,,6000,,30.100000
Valid,35.033330,Cherokee Springs,Fell,LL6,5340,"{'type': 'Point', 'coordinates': [-81.88333, 35.03333]}",1933-01-01T00:00:00.000,33,8400,2582,-81.883330
Valid,46.550000,Chervettaz,Fell,L5,5341,"{'type': 'Point', 'coordinates': [6.81667, 46.55]}",1901-01-01T00:00:00.000,,705,,6.816670
Valid,50.833330,Chervony Kut,Fell,Eucrite-mmict,5342,"{'type': 'Point', 'coordinates': [34, 50.83333]}",1939-01-01T00:00:00.000,,1700,,34.000000
Valid,14.500000,Chetrinahatti,Fell,Stone-uncl,5344,"{'type': 'Point', 'coordinates': [76.5, 14.5]}",1880-01-01T00:00:00.000,,72,,76.500000
Valid,17.900000,Chiang Khan,Fell,H6,5345,"{'type': 'Point', 'coordinates': [101.63333, 17.9]}",1981-01-01T00:00:00.000,,367,,101.633330
Valid,40.933330,Chicora,Fell,LL6,5349,"{'type': 'Point', 'coordinates': [-79.73333, 40.93333]}",1938-01-01T00:00:00.000,48,303,2459,-79.733330
Valid,-10.059440,Chisenga,Fell,"Iron, IIIAB",5355,"{'type': 'Point', 'coordinates': [33.395, -10.05944]}",1988-01-01T00:00:00.000,,3920,,33.395000
Valid,-17.350000,Chitado,Fell,L6,5356,"{'type': 'Point', 'coordinates': [13.96667, -17.35]}",1966-01-01T00:00:00.000,,,,13.966670
Valid,47.470830,Chitenay,Fell,L6,5357,"{'type': 'Point', 'coordinates': [0.97667, 47.47083]}",1978-01-01T00:00:00.000,,4000,,0.976670
Valid,-6.950000,Cilimus,Fell,L5,5364,"{'type': 'Point', 'coordinates': [108.1, -6.95]}",1979-01-01T00:00:00.000,,1600,,108.100000
Valid,32.102500,Claxton,Fell,L6,5374,"{'type': 'Point', 'coordinates': [-81.87278, 32.1025]}",1984-01-01T00:00:00.000,31,1455,67,-81.872780
Valid,,Clohars,Fell,L4,5383,,1822-01-01T00:00:00.000,,48.6,,
Valid,44.900000,Colby (Wisconsin),Fell,L6,5395,"{'type': 'Point', 'coordinates': [-90.28333, 44.9]}",1917-01-01T00:00:00.000,41,104000,877,-90.283330
Valid,-33.133330,Cold Bokkeveld,Fell,CM2,5397,"{'type': 'Point', 'coordinates': [19.38333, -33.13333]}",1838-01-01T00:00:00.000,,5200,,19.383330
Valid,43.761110,Coleman,Fell,L6,5401,"{'type': 'Point', 'coordinates': [-84.50778, 43.76111]}",1994-01-01T00:00:00.000,50,469,356,-84.507780
Valid,42.533330,Collescipoli,Fell,H5,5403,"{'type': 'Point', 'coordinates': [12.61667, 42.53333]}",1890-01-01T00:00:00.000,,5000,,12.616670
Valid,-19.850000,Conquista,Fell,H4,5418,"{'type': 'Point', 'coordinates': [-47.55, -19.85]}",1965-01-01T00:00:00.000,,20350,,-47.550000
Valid,21.166670,Cosina,Fell,H5,5451,"{'type': 'Point', 'coordinates': [-100.86667, 21.16667]}",1844-01-01T00:00:00.000,,1200,,-100.866670
Valid,10.200000,Cranganore,Fell,L6,5465,"{'type': 'Point', 'coordinates': [76.26667, 10.2]}",1917-01-01T00:00:00.000,,1460,,76.266670
Valid,35.950000,Crescent,Fell,CM2,5470,"{'type': 'Point', 'coordinates': [-97.58333, 35.95]}",1936-01-01T00:00:00.000,20,78.400000000000006,2201,-97.583330
Valid,-27.700000,Cronstad,Fell,H5,5474,"{'type': 'Point', 'coordinates': [27.3, -27.7]}",1877-01-01T00:00:00.000,,3650,,27.300000
Valid,35.633330,Cross Roads,Fell,H5,5476,"{'type': 'Point', 'coordinates': [-78.13333, 35.63333]}",1892-01-01T00:00:00.000,37,167,2332,-78.133330
Valid,54.616670,Crumlin,Fell,L5,5477,"{'type': 'Point', 'coordinates': [-6.21667, 54.61667]}",1902-01-01T00:00:00.000,,4255,,-6.216670
Valid,36.833330,Cumberland Falls,Fell,Aubrite,5496,"{'type': 'Point', 'coordinates': [-84.35, 36.83333]}",1919-01-01T00:00:00.000,36,17000,1426,-84.350000
Valid,38.400000,Cynthiana,Fell,L/LL4,5500,"{'type': 'Point', 'coordinates': [-84.25, 38.4]}",1877-01-01T00:00:00.000,36,6000,244,-84.250000
Valid,35.616670,Dahmani,Fell,LL6,5504,"{'type': 'Point', 'coordinates': [8.83333, 35.61667]}",1981-01-01T00:00:00.000,,18000,,8.833330
Valid,26.916670,Dandapur,Fell,L6,5511,"{'type': 'Point', 'coordinates': [83.96667, 26.91667]}",1878-01-01T00:00:00.000,,5650,,83.966670
Valid,-28.200000,Daniel's Kuil,Fell,EL6,5513,"{'type': 'Point', 'coordinates': [24.56667, -28.2]}",1868-01-01T00:00:00.000,,1064,,24.566670
Valid,34.400000,Danville,Fell,L6,5514,"{'type': 'Point', 'coordinates': [-87.06667, 34.4]}",1868-01-01T00:00:00.000,29,2000,103,-87.066670
Valid,49.866670,Darmstadt,Fell,H5,6603,"{'type': 'Point', 'coordinates': [8.65, 49.86667]}",1804-01-01T00:00:00.000,,100,,8.650000
Valid,41.984440,Dashoguz,Fell,H5,6604,"{'type': 'Point', 'coordinates': [59.685, 41.98444]}",1998-01-01T00:00:00.000,,7000,,59.685000
Valid,-1.870890,Daule,Fell,L5,51559,"{'type': 'Point', 'coordinates': [-79.95756, -1.87089]}",2008-01-01T00:00:00.000,,6580,,-79.957560
Valid,43.000000,De Cewsville,Fell,H6,6621,"{'type': 'Point', 'coordinates': [-80, 43]}",1887-01-01T00:00:00.000,,340,,-80.000000
Valid,40.250000,Deal,Fell,L6,6634,"{'type': 'Point', 'coordinates': [-74, 40.25]}",1829-01-01T00:00:00.000,,28,2491,-74.000000
Valid,28.566670,Delhi,Fell,L5,6642,"{'type': 'Point', 'coordinates': [77.25, 28.56667]}",1897-01-01T00:00:00.000,,0.8,,77.250000
Valid,51.466670,Demina,Fell,L6,6649,"{'type': 'Point', 'coordinates': [84.76667, 51.46667]}",1911-01-01T00:00:00.000,,16400,,84.766670
Valid,39.782500,Denver,Fell,L6,6660,"{'type': 'Point', 'coordinates': [-104.93056, 39.7825]}",1967-01-01T00:00:00.000,9,230,1444,-104.930560
Valid,26.683330,Dergaon,Fell,H5,6664,"{'type': 'Point', 'coordinates': [93.86667, 26.68333]}",2001-01-01T00:00:00.000,,12500,,93.866670
Valid,25.733330,Desuri,Fell,H6,6693,"{'type': 'Point', 'coordinates': [73.61667, 25.73333]}",1962-01-01T00:00:00.000,,25400,,73.616670
Valid,19.000000,Devgaon,Fell,H3.8,6694,"{'type': 'Point', 'coordinates': [81, 19]}",2001-01-01T00:00:00.000,,12000,,81.000000
Valid,24.225000,Devri-Khera,Fell,L6,6696,"{'type': 'Point', 'coordinates': [76.525, 24.225]}",1994-01-01T00:00:00.000,,1140,,76.525000
Valid,22.377780,Dhajala,Fell,H3.8,6698,"{'type': 'Point', 'coordinates': [71.42722, 22.37778]}",1976-01-01T00:00:00.000,,45000,,71.427220
Valid,14.883330,Dharwar,Fell,OC,6699,"{'type': 'Point', 'coordinates': [75.6, 14.88333]}",1848-01-01T00:00:00.000,,1800,,75.600000
Valid,32.233330,Dhurmsala,Fell,LL6,7640,"{'type': 'Point', 'coordinates': [76.46667, 32.23333]}",1860-01-01T00:00:00.000,,32000,,76.466670
Valid,37.351720,Didim,Fell,H3-5,47350,"{'type': 'Point', 'coordinates': [27.32997, 37.35172]}",2007-01-01T00:00:00.000,,3396,,27.329970
Valid,-33.750000,Diep River,Fell,L6,7642,"{'type': 'Point', 'coordinates': [18.56667, -33.75]}",1906-01-01T00:00:00.000,,1000,,18.566670
Valid,-31.883330,Distrito Quebracho,Fell,H4,7649,"{'type': 'Point', 'coordinates': [-60.46667, -31.88333]}",1957-01-01T00:00:00.000,,400,,-60.466670
Valid,-7.500000,Djati-Pengilon,Fell,H6,7652,"{'type': 'Point', 'coordinates': [111.5, -7.5]}",1884-01-01T00:00:00.000,,166000,,111.500000
Valid,12.733330,Djermaia,Fell,H,7656,"{'type': 'Point', 'coordinates': [15.05, 12.73333]}",1961-01-01T00:00:00.000,,3950,,15.050000
Valid,36.950000,Djoumine,Fell,H5-6,7657,"{'type': 'Point', 'coordinates': [9.55, 36.95]}",1999-01-01T00:00:00.000,,10000,,9.550000
Valid,23.500000,Dokachi,Fell,H5,7658,"{'type': 'Point', 'coordinates': [90.33333, 23.5]}",1903-01-01T00:00:00.000,,3840,,90.333330
Valid,50.750000,Dolgovoli,Fell,L6,7659,"{'type': 'Point', 'coordinates': [25.3, 50.75]}",1864-01-01T00:00:00.000,,1600,,25.300000
Valid,40.000000,Domanitch,Fell,L5,7661,"{'type': 'Point', 'coordinates': [29, 40]}",1907-01-01T00:00:00.000,,438,,29.000000
Valid,45.500000,Dong Ujimqin Qi,Fell,Mesosiderite,7706,"{'type': 'Point', 'coordinates': [119.03333, 45.5]}",1995-01-01T00:00:00.000,,128800,,119.033330
Valid,21.866670,Donga Kohrod,Fell,H6,7707,"{'type': 'Point', 'coordinates': [82.45, 21.86667]}",1899-01-01T00:00:00.000,,230,,82.450000
Valid,32.916670,Dongtai,Fell,LL6,7708,"{'type': 'Point', 'coordinates': [120.78333, 32.91667]}",1970-01-01T00:00:00.000,,5500,,120.783330
Valid,51.200000,Doroninsk,Fell,H5-7,7718,"{'type': 'Point', 'coordinates': [112.3, 51.2]}",1805-01-01T00:00:00.000,,3891,,112.300000
Valid,13.050000,Dosso,Fell,L6,7722,"{'type': 'Point', 'coordinates': [3.16667, 13.05]}",1962-01-01T00:00:00.000,,1250,,3.166670
Valid,32.333330,Douar Mghila,Fell,LL6,7723,"{'type': 'Point', 'coordinates': [-6.3, 32.33333]}",1932-01-01T00:00:00.000,,1161,,-6.300000
Valid,-13.666670,Dowa,Fell,Stone-uncl,7725,"{'type': 'Point', 'coordinates': [33.91667, -13.66667]}",1976-01-01T00:00:00.000,,642,,33.916670
Valid,36.400000,Drake Creek,Fell,L6,7728,"{'type': 'Point', 'coordinates': [-86.5, 36.4]}",1827-01-01T00:00:00.000,39,5000,2115,-86.500000
Valid,42.520000,Dresden (Ontario),Fell,H6,7731,"{'type': 'Point', 'coordinates': [-82.26, 42.52]}",1939-01-01T00:00:00.000,,47700,,-82.260000
Valid,42.458330,Dubrovnik,Fell,L3-6,7736,"{'type': 'Point', 'coordinates': [18.44167, 42.45833]}",1951-01-01T00:00:00.000,,1900,,18.441670
Valid,-31.666670,Dunbogan,Fell,L6,7743,"{'type': 'Point', 'coordinates': [152.83333, -31.66667]}",1999-01-01T00:00:00.000,,30,,152.833330
Valid,52.550000,Dundrum,Fell,H5,7745,"{'type': 'Point', 'coordinates': [-8.03333, 52.55]}",1865-01-01T00:00:00.000,,2270,,-8.033330
Valid,43.333330,Dunhua,Fell,Stone-uncl,7749,"{'type': 'Point', 'coordinates': [128.25, 43.33333]}",1976-01-01T00:00:00.000,,,,128.250000
Valid,30.300000,Durala,Fell,L6,7750,"{'type': 'Point', 'coordinates': [76.63333, 30.3]}",1815-01-01T00:00:00.000,,13200,,76.633330
Valid,-4.000000,Duruma,Fell,L6,7752,"{'type': 'Point', 'coordinates': [39.5, -4]}",1853-01-01T00:00:00.000,,577,,39.500000
Valid,33.433330,Duwun,Fell,L6,7754,"{'type': 'Point', 'coordinates': [127.26667, 33.43333]}",1943-01-01T00:00:00.000,,2117,,127.266670
Valid,-27.200000,Dwaleni,Fell,H4-6,7755,"{'type': 'Point', 'coordinates': [31.31667, -27.2]}",1970-01-01T00:00:00.000,,3230,,31.316670
Valid,26.250000,Dyalpur,Fell,Ureilite,7757,"{'type': 'Point', 'coordinates': [82, 26.25]}",1872-01-01T00:00:00.000,,300,,82.000000
Valid,-3.000000,Dyarrl Island,Fell,Mesosiderite-A1,7758,"{'type': 'Point', 'coordinates': [151, -3]}",1933-01-01T00:00:00.000,,188,,151.000000
Valid,40.781670,Eagle,Fell,EL6,7760,"{'type': 'Point', 'coordinates': [-96.47167, 40.78167]}",1947-01-01T00:00:00.000,19,10000,462,-96.471670
Valid,-17.300000,Ehole,Fell,H5,7774,"{'type': 'Point', 'coordinates': [15.83333, -17.3]}",1961-01-01T00:00:00.000,,2400,,15.833330
Valid,48.900000,Eichstädt,Fell,H5,7775,"{'type': 'Point', 'coordinates': [11.21667, 48.9]}",1785-01-01T00:00:00.000,,3000,,11.216670
Valid,56.033330,Ekeby,Fell,H4,7776,"{'type': 'Point', 'coordinates': [13, 56.03333]}",1939-01-01T00:00:00.000,,3336,,13.000000
Valid,28.266670,Ekh Khera,Fell,H6,7777,"{'type': 'Point', 'coordinates': [78.78333, 28.26667]}",1916-01-01T00:00:00.000,,840,,78.783330
Valid,34.416670,El Idrissia,Fell,L6,7807,"{'type': 'Point', 'coordinates': [3.25, 34.41667]}",1989-01-01T00:00:00.000,,10000,,3.250000
Valid,25.370000,El Paso de Aguila,Fell,H5,45977,"{'type': 'Point', 'coordinates': [-97.37, 25.37]}",1977-01-01T00:00:00.000,,17226,,-97.370000
Valid,19.967220,El Tigre,Fell,L6,7819,"{'type': 'Point', 'coordinates': [-103.05167, 19.96722]}",1993-01-01T00:00:00.000,,5000,,-103.051670
Valid,39.246670,Elbert,Fell,LL6,7822,"{'type': 'Point', 'coordinates': [-104.58817, 39.24667]}",1998-01-01T00:00:00.000,9,680.5,88,-104.588170
Valid,50.183330,Elbogen,Fell,"Iron, IID",7823,"{'type': 'Point', 'coordinates': [12.73333, 50.18333]}",1400-01-01T00:00:00.000,,107000,,12.733330
Valid,47.833330,Elenovka,Fell,L5,7824,"{'type': 'Point', 'coordinates': [37.66667, 47.83333]}",1951-01-01T00:00:00.000,,54640,,37.666670
Valid,51.750000,Ellemeet,Fell,Diogenite,10019,"{'type': 'Point', 'coordinates': [4, 51.75]}",1925-01-01T00:00:00.000,,1470,,4.000000
Valid,-29.466670,Emmaville,Fell,Eucrite-mmict,10033,"{'type': 'Point', 'coordinates': [151.61667, -29.46667]}",1900-01-01T00:00:00.000,,127,,151.616670
Valid,30.300000,Enshi,Fell,H5,10038,"{'type': 'Point', 'coordinates': [109.5, 30.3]}",1974-01-01T00:00:00.000,,8000,,109.500000
Valid,47.866670,Ensisheim,Fell,LL6,10039,"{'type': 'Point', 'coordinates': [7.35, 47.86667]}",1492-01-01T00:00:00.000,,127000,,7.350000
Valid,48.183330,Épinal,Fell,H5,10041,"{'type': 'Point', 'coordinates': [6.46667, 48.18333]}",1822-01-01T00:00:00.000,,277,,6.466670
Valid,19.033330,Erakot,Fell,CM2,10042,"{'type': 'Point', 'coordinates': [81.89167, 19.03333]}",1940-01-01T00:00:00.000,,113,,81.891670
Valid,40.300000,Erevan,Fell,Howardite,10043,"{'type': 'Point', 'coordinates': [44.5, 40.3]}",1911-01-01T00:00:00.000,,107.2,,44.500000
Valid,1.166670,Ergheo,Fell,L5,10044,"{'type': 'Point', 'coordinates': [44.16667, 1.16667]}",1889-01-01T00:00:00.000,,20000,,44.166670
Valid,52.216670,Erxleben,Fell,H6,10049,"{'type': 'Point', 'coordinates': [11.25, 52.21667]}",1812-01-01T00:00:00.000,,2250,,11.250000
Valid,46.250000,Esnandes,Fell,L6,10051,"{'type': 'Point', 'coordinates': [-1.1, 46.25]}",1837-01-01T00:00:00.000,,1500,,-1.100000
Valid,2.883330,Essebi,Fell,C2-ung,10055,"{'type': 'Point', 'coordinates': [30.83333, 2.88333]}",1957-01-01T00:00:00.000,,500,,30.833330
Valid,43.416670,Estherville,Fell,Mesosiderite-A3/4,10059,"{'type': 'Point', 'coordinates': [-94.83333, 43.41667]}",1879-01-01T00:00:00.000,16,320000,277,-94.833330
Valid,39.750000,Farmington,Fell,L5,10074,"{'type': 'Point', 'coordinates': [-97.03333, 39.75]}",1890-01-01T00:00:00.000,17,89400,1300,-97.033330
Valid,35.550000,Farmville,Fell,H4,10075,"{'type': 'Point', 'coordinates': [-77.53333, 35.55]}",1934-01-01T00:00:00.000,37,56000,2439,-77.533330
Valid,44.383330,Favars,Fell,H5,10078,"{'type': 'Point', 'coordinates': [2.81667, 44.38333]}",1844-01-01T00:00:00.000,,1500,,2.816670
Valid,36.050000,Fayetteville,Fell,H4,10079,"{'type': 'Point', 'coordinates': [-94.16667, 36.05]}",1934-01-01T00:00:00.000,15,2360,70,-94.166670
Valid,36.883330,Feid Chair,Fell,H4,10080,"{'type': 'Point', 'coordinates': [8.45, 36.88333]}",1875-01-01T00:00:00.000,,380,,8.450000
Valid,32.533330,Felix,Fell,CO3.3,10081,"{'type': 'Point', 'coordinates': [-87.16667, 32.53333]}",1900-01-01T00:00:00.000,29,3200,1631,-87.166670
Valid,34.600000,Fenghsien-Ku,Fell,H5,10086,"{'type': 'Point', 'coordinates': [116.75, 34.6]}",1924-01-01T00:00:00.000,,82,,116.750000
Valid,36.100000,Ferguson,Fell,OC,10088,"{'type': 'Point', 'coordinates': [-81.41667, 36.1]}",1889-01-01T00:00:00.000,37,220,2331,-81.416670
Valid,43.181110,Fermo,Fell,H3-5,10091,"{'type': 'Point', 'coordinates': [13.75333, 43.18111]}",1996-01-01T00:00:00.000,,10200,,13.753330
Valid,47.816670,Fisher,Fell,L6,10107,"{'type': 'Point', 'coordinates': [-96.85, 47.81667]}",1894-01-01T00:00:00.000,1,17600,385,-96.850000
Valid,30.833330,Florence,Fell,H3,10111,"{'type': 'Point', 'coordinates': [-97.76667, 30.83333]}",1922-01-01T00:00:00.000,23,3640,807,-97.766670
Valid,43.250000,Forest City,Fell,H5,10119,"{'type': 'Point', 'coordinates': [-93.66667, 43.25]}",1890-01-01T00:00:00.000,16,152000,1785,-93.666670
Valid,-33.350000,Forest Vale,Fell,H4,10120,"{'type': 'Point', 'coordinates': [146.85833, -33.35]}",1942-01-01T00:00:00.000,,26000,,146.858330
Valid,36.783330,Forksville,Fell,L6,10123,"{'type': 'Point', 'coordinates': [-78.08333, 36.78333]}",1924-01-01T00:00:00.000,40,6067,2839,-78.083330
Valid,50.950000,Forsbach,Fell,H6,10163,"{'type': 'Point', 'coordinates': [7.31667, 50.95]}",1900-01-01T00:00:00.000,,240,,7.316670
Valid,33.016670,Forsyth,Fell,L6,10164,"{'type': 'Point', 'coordinates': [-83.96667, 33.01667]}",1829-01-01T00:00:00.000,31,16300,1470,-83.966670
Valid,28.250000,Fort Flatters,Fell,Stone-uncl,10166,"{'type': 'Point', 'coordinates': [7, 28.25]}",1944-01-01T00:00:00.000,,,,7.000000
Valid,34.483330,Frankfort (stone),Fell,Howardite,10177,"{'type': 'Point', 'coordinates': [-87.83333, 34.48333]}",1868-01-01T00:00:00.000,29,650,99,-87.833330
Valid,31.475560,Fuhe,Fell,L5,52412,"{'type': 'Point', 'coordinates': [113.56694, 31.47556]}",1945-01-01T00:00:00.000,,23000,,113.566940
Valid,33.183330,Fukutomi,Fell,L5,10836,"{'type': 'Point', 'coordinates': [130.2, 33.18333]}",1882-01-01T00:00:00.000,,11620,,130.200000
Valid,55.333330,Fünen,Fell,Stone-uncl,10838,"{'type': 'Point', 'coordinates': [10.33333, 55.33333]}",1654-01-01T00:00:00.000,,,,10.333330
Valid,25.950000,Futtehpur,Fell,L6,10839,"{'type': 'Point', 'coordinates': [80.81667, 25.95]}",1822-01-01T00:00:00.000,,4000,,80.816670
Valid,32.900000,Fuyang,Fell,Stone-uncl,10840,"{'type': 'Point', 'coordinates': [115.9, 32.9]}",1977-01-01T00:00:00.000,,2500,,115.900000
Valid,44.300000,Galapian,Fell,H6,10846,"{'type': 'Point', 'coordinates': [0.4, 44.3]}",1826-01-01T00:00:00.000,,132.69999999999999,,0.400000
Valid,7.050000,Galim (a),Fell,LL6,10848,"{'type': 'Point', 'coordinates': [12.43333, 7.05]}",1952-01-01T00:00:00.000,,36.1,,12.433330
Valid,7.050000,Galim (b),Fell,EH3/4-an,10849,"{'type': 'Point', 'coordinates': [12.43333, 7.05]}",1952-01-01T00:00:00.000,,28,,12.433330
Valid,51.683330,Galkiv,Fell,H4,10850,"{'type': 'Point', 'coordinates': [30.78333, 51.68333]}",1995-01-01T00:00:00.000,,5000,,30.783330
Valid,27.350000,Gambat,Fell,L6,10851,"{'type': 'Point', 'coordinates': [68.53333, 27.35]}",1897-01-01T00:00:00.000,,6400,,68.533330
Valid,11.650000,Gao-Guenie,Fell,H5,10854,"{'type': 'Point', 'coordinates': [-2.18333, 11.65]}",1960-01-01T00:00:00.000,,,,-2.183330
Valid,27.883330,Garhi Yasin,Fell,"Iron, IIE",10860,"{'type': 'Point', 'coordinates': [68.53333, 27.88333]}",1917-01-01T00:00:00.000,,380,,68.533330
Valid,41.683330,Garland,Fell,Diogenite-pm,10861,"{'type': 'Point', 'coordinates': [-112.13333, 41.68333]}",1950-01-01T00:00:00.000,13,102,2985,-112.133330
Valid,12.850000,Gashua,Fell,L6,44882,"{'type': 'Point', 'coordinates': [11.03333, 12.85]}",1984-01-01T00:00:00.000,,4162,,11.033330
Valid,14.150830,Gasseltepaoua,Fell,H5,10866,"{'type': 'Point', 'coordinates': [-2.04167, 14.15083]}",2000-01-01T00:00:00.000,,,,-2.041670
Valid,12.916670,Geidam,Fell,H5,10870,"{'type': 'Point', 'coordinates': [11.91667, 12.91667]}",1950-01-01T00:00:00.000,,725,,11.916670
Valid,35.533330,Gifu,Fell,L6,10914,"{'type': 'Point', 'coordinates': [136.88333, 35.53333]}",1909-01-01T00:00:00.000,,14290,,136.883330
Valid,37.316670,Girgenti,Fell,L6,10917,"{'type': 'Point', 'coordinates': [13.56667, 37.31667]}",1853-01-01T00:00:00.000,,18000,,13.566670
Valid,9.600000,Git-Git,Fell,L6,10919,"{'type': 'Point', 'coordinates': [9.91667, 9.6]}",1947-01-01T00:00:00.000,,480,,9.916670
Valid,52.200000,Glanerbrug,Fell,L/LL5,10923,"{'type': 'Point', 'coordinates': [6.86667, 52.2]}",1990-01-01T00:00:00.000,,670,,6.866670
Valid,-7.250000,Glanggang,Fell,H5-6,10924,"{'type': 'Point', 'coordinates': [107.7, -7.25]}",1939-01-01T00:00:00.000,,1303,,107.700000
Valid,57.350000,Glasatovo,Fell,H4,10926,"{'type': 'Point', 'coordinates': [37.61667, 57.35]}",1918-01-01T00:00:00.000,,152000,,37.616670
Valid,52.459720,Glatton,Fell,L6,10930,"{'type': 'Point', 'coordinates': [-0.3, 52.45972]}",1991-01-01T00:00:00.000,,767,,-0.300000
Valid,50.666670,Gnadenfrei,Fell,H5,10936,"{'type': 'Point', 'coordinates': [16.76667, 50.66667]}",1879-01-01T00:00:00.000,,1750,,16.766670
Valid,24.233330,Gopalpur,Fell,H6,10948,"{'type': 'Point', 'coordinates': [89.05, 24.23333]}",1865-01-01T00:00:00.000,,1600,,89.050000
Valid,48.283330,Gorlovka,Fell,H3.7,10949,"{'type': 'Point', 'coordinates': [38.08333, 48.28333]}",1974-01-01T00:00:00.000,,3618,,38.083330
Valid,42.900000,Granes,Fell,L6,10956,"{'type': 'Point', 'coordinates': [2.25, 42.9]}",1964-01-01T00:00:00.000,,9000,,2.250000
Valid,60.666670,Grefsheim,Fell,L5,11196,"{'type': 'Point', 'coordinates': [11, 60.66667]}",1976-01-01T00:00:00.000,,45.5,,11.000000
